w,v
10.0,237.998456
20.0,143.832447
30.0,249.300912
40.0,250.207829
50.0,249.763929
60.0,265.157077
70.0,268.02556599999997
80.0,268.590511
90.0,287.364776
100.0,288.910689
110.0,293.377963
120.0,294.804888
130.0,302.975484
140.0,306.121776
150.0,316.123942
160.0,309.630827
170.0,318.79116200000004
180.0,328.974553
190.0,322.261428
200.0,324.233001
210.0,323.96989399999995
220.0,317.580107
230.0,314.36846299999996
240.0,315.437097
250.0,324.71193700000003
260.0,318.80133900000004
270.0,306.957161
280.0,306.369827
290.0,299.158819
300.0,293.182341
310.0,292.558377
320.0,142.07183500000002
330.0,164.303225
340.0,288.679885
350.0,285.05933
